gas_metana,suhu,kelembaban,tekanan,hst_hari,dosis_urea,dosis_npk,status_lahan
195.7,32.8,71.5,1015.07,12,39.5,98.9,0
236.9,24.7,71.8,1016.2,60,33.0,39.6,0
281.8,23.7,68.3,1016.54,15,40.9,98.6,0
508.9,23.1,60.7,1013.9,7,17.5,43.3,1
434.7,31.5,50.0,1009.91,22,71.1,81.5,0
537.9,26.3,86.2,1015.49,61,21.1,24.8,1
663.8,28.9,62.8,1012.42,75,0.0,0.0,1
547.3,28.2,89.3,1003.49,25,40.5,45.8,1
918.3,26.0,82.3,1014.62,72,0.0,0.0,2
663.1,30.9,72.6,1010.68,23,34.4,34.1,1
375.3,28.1,81.2,1011.65,66,0.0,0.0,0
303.7,27.8,79.6,1013.27,46,33.4,43.0,0
380.9,29.2,66.6,1007.81,70,0.0,0.0,0
556.5,30.5,75.9,1013.74,105,0.0,0.0,1
319.9,25.8,67.7,1012.14,99,0.0,0.0,0
563.9,30.9,81.6,1010.18,5,19.8,59.3,1
533.2,32.6,69.9,1013.41,94,0.0,0.0,1
245.4,24.5,75.2,1007.33,12,42.9,104.9,0
657.1,29.3,74.8,1013.51,100,0.0,0.0,1
475.3,27.6,77.0,1014.9,33,29.2,30.3,1
896.3,30.5,90.1,1014.32,43,40.9,44.1,1
394.5,25.1,74.0,1016.01,14,40.8,103.0,0
342.3,33.1,86.4,1017.33,16,40.3,100.3,0
230.1,24.0,80.1,1012.97,78,0.0,0.0,0
228.3,27.8,88.1,1017.08,99,0.0,0.0,0
619.4,29.7,73.1,1012.95,66,0.0,0.0,1
851.9,26.6,81.9,1010.8,77,0.0,0.0,1
378.3,26.1,75.5,1011.88,81,0.0,0.0,0
366.3,29.1,50.6,1014.18,31,69.6,69.9,0
412.2,28.7,66.7,1017.05,10,40.6,102.7,0
678.9,28.5,81.0,1013.26,5,24.3,61.0,1
246.5,30.9,80.4,1010.89,40,65.5,73.3,0
447.1,27.4,65.0,1018.3,29,69.4,76.3,0
626.2,29.4,77.9,1008.23,11,19.8,47.0,1
505.9,27.1,80.3,1010.91,23,32.2,33.8,1
91.9,26.1,75.7,1016.37,17,38.1,98.0,0
548.6,27.7,82.2,1019.43,96,0.0,0.0,1
508.3,27.1,81.0,1014.93,19,22.9,56.0,1
742.3,27.2,75.7,1014.12,59,21.4,25.3,1
818.8,31.8,71.7,1012.23,64,17.8,25.8,1
724.3,27.8,84.9,1015.17,59,22.6,24.2,1
413.3,26.6,79.9,1013.7,15,36.5,93.4,0
169.4,28.6,64.3,1010.61,37,65.1,65.8,0
1019.5,28.8,77.9,1012.17,10,0.0,0.0,2
365.0,25.2,66.2,1010.21,45,67.3,70.1,0
406.9,27.7,67.8,1013.3,24,72.9,80.8,0
846.6,27.6,70.5,1013.82,61,17.5,19.3,1
272.3,28.0,76.4,1018.97,74,0.0,0.0,0
198.6,30.5,79.2,1011.16,58,35.8,40.3,0
320.9,28.9,72.5,1012.62,48,35.9,38.8,0
279.6,31.9,72.9,1017.66,44,67.3,73.3,0
189.2,28.5,71.7,1019.57,89,0.0,0.0,0
382.3,33.5,84.9,1014.91,27,70.7,76.6,0
414.7,27.2,51.7,1012.36,78,0.0,0.0,0
183.8,26.3,73.4,1011.59,81,0.0,0.0,0
341.2,30.0,89.1,1006.8,47,32.6,38.3,0
270.9,32.3,80.4,1010.0,35,70.8,72.0,0
145.1,24.6,86.8,1013.61,52,33.1,39.7,0
421.3,27.9,58.7,1012.62,14,41.1,108.9,0
441.8,26.8,65.4,1015.43,10,37.6,90.9,0
270.9,28.9,80.4,1012.57,16,42.0,100.8,0
654.3,28.5,89.2,1010.71,24,31.2,34.0,1
402.5,32.3,66.3,1014.44,55,35.8,42.6,0
277.3,28.2,72.7,1022.02,90,0.0,0.0,0
178.1,32.3,79.4,1012.14,29,70.8,80.0,0
453.3,27.6,63.7,1013.74,99,0.0,0.0,1
507.7,31.1,80.4,1016.21,100,0.0,0.0,1
312.1,29.1,53.3,1011.25,101,0.0,0.0,0
427.9,33.3,80.2,1017.7,89,0.0,0.0,0
818.8,24.4,67.5,1007.72,41,35.6,36.3,1
605.0,25.2,72.2,1011.82,12,17.6,41.0,1
124.1,33.6,81.5,1012.16,62,16.5,19.2,1
275.7,26.4,79.8,1013.78,61,32.1,43.3,0
373.3,26.6,75.9,1006.35,90,0.0,0.0,0
413.6,26.0,84.2,1017.98,105,0.0,0.0,0
432.4,31.7,61.5,1014.7,56,32.9,39.0,0
492.2,25.0,77.7,1017.18,40,39.3,44.4,1
379.4,28.6,69.3,1018.9,24,64.8,70.3,0
402.0,27.8,83.8,1010.66,5,39.0,101.8,0
620.2,31.4,81.8,1004.52,56,17.9,18.2,1
457.6,26.9,82.1,1017.26,61,19.2,19.7,1
219.0,29.7,90.0,1012.25,87,0.0,0.0,0
420.0,25.2,85.6,1009.28,55,34.0,34.6,0
373.8,34.9,74.7,1015.27,97,0.0,0.0,1
144.6,27.8,76.0,1021.87,68,0.0,0.0,0
430.6,28.5,81.1,1012.87,89,0.0,0.0,0
233.4,33.1,77.2,1016.58,20,39.7,106.5,0
624.6,26.9,82.0,1009.79,91,0.0,0.0,1
488.8,33.2,57.0,1007.35,73,0.0,0.0,1
213.0,27.3,92.0,1016.45,22,71.8,81.4,0
611.0,30.4,76.5,1015.16,24,39.7,45.1,1
748.2,26.9,62.2,1011.62,98,0.0,0.0,1
351.6,24.7,68.2,1019.22,8,45.2,102.1,0
372.7,29.7,57.9,1007.07,51,34.8,38.4,0
582.4,30.3,66.7,1008.94,36,40.1,39.7,1
721.1,24.8,74.8,1011.35,72,0.0,0.0,1
163.7,27.6,88.9,1012.0,89,0.0,0.0,0
225.4,31.9,79.5,1018.38,41,70.8,77.0,0
323.9,30.2,78.0,1013.42,48,34.3,38.0,0
341.4,27.4,66.4,1012.57,103,0.0,0.0,0
574.3,26.8,69.0,1008.8,83,0.0,0.0,1
722.9,34.0,69.7,1017.05,95,0.0,0.0,1
749.2,24.4,70.0,1009.27,49,19.6,22.7,1
161.8,28.3,73.0,1008.79,28,64.4,72.1,0
263.2,24.4,73.7,1011.85,46,38.4,41.8,0
208.3,32.2,73.1,1013.82,77,0.0,0.0,0
294.8,28.5,70.3,1010.73,16,40.8,102.3,0
262.7,29.0,77.1,1015.72,32,70.8,74.4,0
488.1,36.3,73.3,1012.26,10,17.9,46.2,1
516.6,26.8,62.4,1016.93,48,17.3,25.2,1
399.6,33.4,76.3,1015.02,88,0.0,0.0,0
381.3,27.4,75.0,1019.52,7,39.7,98.9,0
330.8,27.8,62.6,1011.7,73,0.0,0.0,0
350.1,35.9,71.0,1016.2,98,0.0,0.0,1
814.3,28.0,81.1,1007.0,29,32.8,35.2,1
553.3,24.7,66.3,1023.37,74,0.0,0.0,1
337.0,29.3,65.4,1016.03,103,0.0,0.0,0
377.7,28.0,73.2,1012.21,101,0.0,0.0,0
493.5,29.5,81.3,1012.34,28,41.7,43.1,1
213.0,28.1,91.4,1012.39,15,42.5,103.7,0
427.1,34.7,81.6,1019.69,20,21.7,54.9,1
538.8,30.1,85.2,1016.39,75,0.0,0.0,1
505.9,25.5,78.9,1011.7,78,0.0,0.0,1
265.8,28.8,70.2,1008.91,72,0.0,0.0,0
290.4,26.3,81.5,1017.44,39,67.8,72.3,0
136.8,27.8,75.3,1016.18,22,70.8,77.2,0
566.2,26.0,79.2,1015.72,63,13.3,17.7,1
982.5,34.4,68.0,1012.96,53,0.0,0.0,2
247.6,26.6,80.0,1012.2,78,0.0,0.0,0
661.3,30.4,75.0,1019.15,49,16.5,25.1,1
939.5,27.6,78.0,1019.47,39,0.0,0.0,2
315.0,25.3,75.3,1015.49,34,66.5,71.7,0
378.0,29.1,73.6,1016.64,26,71.4,76.6,0
450.4,29.6,80.1,1014.08,32,35.9,41.2,1
498.1,30.1,72.5,1008.46,14,22.2,54.7,1
462.2,21.2,62.5,1009.82,40,38.2,37.8,1
327.2,25.0,60.1,1017.26,9,39.2,103.7,0
534.7,31.2,77.6,1017.71,24,42.0,43.8,1
330.9,25.9,72.2,1016.94,80,0.0,0.0,0
477.5,29.1,61.3,1014.46,38,33.6,33.7,1
392.6,25.0,76.9,1017.07,72,0.0,0.0,0
153.8,30.5,75.2,1013.05,77,0.0,0.0,0
708.3,31.1,71.8,1015.42,63,17.2,20.6,1
294.3,30.5,78.1,1012.53,101,0.0,0.0,0
742.6,31.4,87.2,1009.55,7,20.3,53.5,1
648.6,32.9,86.9,1016.28,79,0.0,0.0,1
443.9,25.2,77.2,1017.71,101,0.0,0.0,0
510.6,26.3,75.3,1021.91,91,0.0,0.0,1
540.5,31.0,77.3,1014.17,22,32.9,33.5,1
361.1,31.7,78.6,1009.58,38,69.3,78.1,0
369.6,26.6,73.7,1012.1,22,71.6,75.1,0
527.9,26.4,77.5,1012.77,65,0.0,0.0,1
394.7,26.7,62.6,1013.77,76,0.0,0.0,0
327.7,24.0,76.7,1014.9,37,66.4,72.2,0
267.9,24.9,80.1,1014.52,59,35.8,37.9,0
484.2,25.0,71.8,1015.97,74,0.0,0.0,1
289.5,27.7,75.2,1013.94,47,33.8,38.3,0
595.9,29.3,66.6,1005.46,90,0.0,0.0,1
620.2,29.7,65.4,1014.04,82,0.0,0.0,1
508.7,27.1,77.8,1013.55,11,17.0,39.0,1
560.4,27.1,69.8,1015.18,67,0.0,0.0,1
509.5,28.8,60.9,1011.98,29,40.4,43.4,1
579.7,24.3,66.5,1014.03,61,20.0,24.1,1
567.8,31.2,67.8,1015.2,101,0.0,0.0,1
471.8,32.1,82.6,1012.69,93,0.0,0.0,1
652.6,26.7,77.5,1015.62,45,17.7,16.0,1
367.4,27.4,68.6,1013.5,34,72.3,79.4,0
271.9,32.0,71.0,1013.8,28,67.4,72.4,0
265.1,28.2,87.2,1003.02,58,35.5,38.7,0
341.5,30.1,84.0,1009.25,16,40.8,99.3,0
143.6,28.2,66.5,1009.26,60,34.4,34.4,0
441.8,32.9,85.9,1014.01,5,37.7,95.5,0
544.0,29.9,75.3,1017.7,37,39.8,40.7,1
616.0,30.0,82.8,1012.84,27,34.2,36.8,1
168.9,30.1,74.6,1016.22,102,0.0,0.0,0
269.3,26.9,86.1,1015.52,78,0.0,0.0,0
587.2,27.2,66.1,1013.74,40,28.9,31.9,1
361.8,30.7,73.8,1015.26,14,37.1,93.5,0
538.1,28.9,86.3,1014.11,57,20.9,21.3,1
207.7,25.2,55.7,1012.75,26,66.1,73.7,0
738.3,33.7,75.6,1014.62,59,20.0,23.9,1
199.8,31.2,72.7,1018.31,89,0.0,0.0,0
78.6,28.6,81.8,1014.9,67,0.0,0.0,0
435.6,27.7,85.1,1014.01,68,0.0,0.0,0
441.0,29.1,82.2,1010.18,59,36.3,36.9,0
310.7,29.9,78.0,1018.21,98,0.0,0.0,0
500.1,22.8,76.3,1008.33,98,0.0,0.0,1
506.9,34.4,73.1,1007.28,56,20.2,24.4,1
480.9,26.3,77.8,1014.55,36,29.9,35.9,1
307.9,28.5,88.4,1010.17,51,34.7,36.5,0
279.3,28.6,68.9,1017.06,24,71.0,82.8,0
324.2,34.1,72.6,1007.36,69,0.0,0.0,1
260.9,28.3,75.4,1016.62,55,31.7,39.5,0
667.1,32.9,84.5,1016.12,15,18.4,51.7,1
338.0,29.6,77.9,1013.66,25,72.4,78.4,0
429.6,25.8,84.4,1005.9,53,34.7,35.1,0
586.1,28.9,84.8,1007.22,94,0.0,0.0,1
254.7,28.2,81.0,1014.09,62,33.9,38.7,0
195.7,25.5,67.0,1012.44,73,0.0,0.0,0
261.3,29.5,90.1,1015.8,39,73.6,77.2,0
452.3,28.6,88.0,1013.01,62,18.5,19.8,1
437.6,30.1,76.5,1012.71,50,35.0,37.5,0
480.5,29.0,64.3,1004.76,71,0.0,0.0,1
378.5,26.7,62.7,1016.13,10,38.4,96.8,0
105.8,30.7,78.2,1010.98,54,35.8,40.6,0
372.7,26.8,70.0,1011.86,35,65.4,75.2,0
623.5,21.0,61.4,1009.51,38,34.1,37.8,1
700.7,28.9,62.6,1007.86,101,0.0,0.0,1
416.0,26.9,72.0,1018.4,23,70.3,70.2,0
438.4,29.6,77.7,1016.03,36,70.0,76.2,0
533.3,34.1,87.9,1016.09,56,17.9,20.6,1
691.1,34.2,80.1,1012.49,91,0.0,0.0,1
398.4,28.0,72.8,1007.17,47,31.5,37.9,0
529.8,26.2,79.2,1020.61,79,0.0,0.0,1
301.3,30.1,78.5,1014.73,91,0.0,0.0,0
209.9,27.5,82.3,1013.73,36,72.1,77.3,0
316.9,29.6,75.7,1011.99,44,66.7,72.6,0
767.0,26.6,84.8,1006.09,41,28.9,31.0,1
534.9,29.2,83.0,1017.25,88,0.0,0.0,1
219.6,26.2,76.7,1009.55,9,43.8,105.7,0
546.8,31.8,75.0,1015.16,36,33.6,39.5,1
227.8,26.8,83.8,1015.95,73,0.0,0.0,0
477.3,30.4,69.9,1014.42,62,19.5,19.4,1
249.9,25.0,63.2,1014.89,49,33.3,39.4,0
213.5,30.7,63.1,1017.96,59,34.6,37.6,0
829.0,25.8,69.2,1010.48,25,41.1,46.4,1
337.9,29.2,81.6,1013.83,48,36.3,41.3,0
530.2,31.4,72.4,1012.46,55,18.2,24.2,1
406.4,27.9,77.7,1006.81,95,0.0,0.0,0
236.7,25.6,71.8,1014.25,31,66.2,70.3,0
355.5,29.9,71.9,1017.63,92,0.0,0.0,0
237.7,26.1,67.3,1018.07,69,0.0,0.0,0
1116.2,27.4,75.2,1019.75,7,0.0,0.0,2
575.6,29.2,74.5,1007.04,77,0.0,0.0,1
402.7,32.3,79.5,1018.95,9,42.4,100.2,0
516.8,28.6,78.4,1013.9,105,0.0,0.0,1
558.0,28.6,74.3,1018.85,92,0.0,0.0,1
558.7,30.6,63.2,1011.87,35,40.1,41.4,1
547.3,28.6,85.1,1011.39,31,40.2,43.9,1
527.5,30.3,75.3,1009.0,43,36.0,37.0,1
418.7,31.5,76.7,1015.97,41,69.1,72.4,0
798.0,27.6,89.6,1015.05,42,34.9,36.4,1
431.6,21.0,83.7,1009.34,37,68.1,75.0,0
408.4,26.2,79.8,1005.68,67,0.0,0.0,0
433.4,31.9,76.0,1014.7,21,68.9,73.7,0
448.3,28.4,75.9,1015.1,90,0.0,0.0,0
169.5,27.6,78.0,1009.8,86,0.0,0.0,0
260.0,31.8,79.5,1009.09,53,34.4,41.9,0
378.5,28.2,90.5,1015.55,90,0.0,0.0,0
165.5,22.6,97.0,1019.75,30,71.4,78.8,0
402.4,24.3,78.5,1011.52,7,41.3,102.4,0
445.5,29.7,57.7,1010.17,67,0.0,0.0,0
205.3,28.3,67.9,1014.3,51,37.9,45.2,0
291.1,32.6,91.4,1015.47,62,37.9,43.6,0
714.3,26.4,82.1,1011.97,95,0.0,0.0,1
519.3,27.6,79.6,1020.34,102,0.0,0.0,1
505.2,26.0,74.6,1016.41,68,0.0,0.0,1
672.6,27.0,65.9,1011.92,81,0.0,0.0,1
262.5,23.2,90.3,1007.68,13,40.5,96.6,0
205.6,27.4,69.0,1017.87,21,73.6,80.2,0
629.5,28.4,82.2,1017.42,78,0.0,0.0,1
383.7,28.1,64.9,1012.19,48,36.0,42.0,0
259.1,34.5,74.2,1014.48,50,23.1,22.3,1
988.3,33.6,84.4,1012.72,36,0.0,0.0,2
168.9,26.4,73.9,1015.07,66,0.0,0.0,0
435.8,22.8,72.9,1009.66,24,67.7,67.8,0
362.4,28.2,76.1,1009.16,68,0.0,0.0,0
332.9,29.6,64.6,1016.09,22,70.9,77.2,0
120.0,26.1,63.0,1016.53,11,39.5,96.0,0
793.0,26.2,82.1,1011.53,38,29.9,34.4,1
187.3,32.9,72.4,1010.63,28,66.3,70.1,0
348.7,27.8,82.0,1017.27,94,0.0,0.0,0
320.9,30.4,85.5,1010.75,10,37.1,91.5,0
526.7,25.9,86.2,1013.44,23,39.2,45.2,1
169.8,28.3,62.2,1013.0,60,34.9,37.4,0
496.9,27.6,70.1,1008.12,53,17.3,14.3,1
436.8,26.6,80.6,1013.92,10,42.7,102.7,0
284.2,31.7,80.7,1013.58,6,38.6,92.5,0
488.5,24.6,95.1,1014.51,104,0.0,0.0,1
402.1,29.3,68.3,1013.8,71,0.0,0.0,0
884.4,27.5,85.9,1020.72,42,30.2,32.6,1
362.3,29.7,79.2,1017.32,52,35.3,38.7,0
242.7,27.5,62.1,1013.39,32,72.1,78.8,0
499.2,30.9,71.3,1013.71,39,30.0,34.8,1
340.6,25.9,78.2,1019.42,70,0.0,0.0,0
398.2,31.7,61.5,1016.27,93,0.0,0.0,0
206.4,28.4,58.4,1008.95,23,70.2,77.6,0
530.6,24.8,61.0,1016.57,89,0.0,0.0,1
314.2,30.4,78.2,1017.6,17,41.9,99.8,0
453.0,27.9,71.9,1018.91,26,34.6,36.2,1
992.2,23.7,70.7,1011.84,9,0.0,0.0,2
352.2,29.4,71.0,1011.59,19,37.2,96.1,0
565.3,31.3,63.9,1009.95,97,0.0,0.0,1
364.0,32.1,72.1,1014.33,51,29.9,38.1,0
286.1,27.4,60.5,1015.82,13,42.6,105.3,0
726.3,28.9,86.1,1011.45,101,0.0,0.0,1
145.8,28.6,90.4,1012.75,93,0.0,0.0,0
635.1,32.7,56.2,1006.06,80,0.0,0.0,1
137.5,26.2,72.0,1018.53,98,0.0,0.0,0
603.9,27.2,72.6,1007.77,27,26.5,32.0,1
401.1,26.2,74.5,1014.56,89,0.0,0.0,0
243.0,24.4,84.5,1014.08,74,0.0,0.0,0
324.6,29.2,72.0,1013.41,92,0.0,0.0,0
550.7,33.0,75.2,1013.49,85,0.0,0.0,1
946.1,27.9,98.0,1009.71,40,0.0,0.0,2
173.1,26.0,75.1,1012.1,82,0.0,0.0,0
250.4,29.0,91.0,1016.64,31,68.2,68.0,0
197.4,30.1,80.3,1017.68,38,69.1,75.5,0
362.6,28.1,71.3,1011.78,16,39.5,96.2,0
611.7,32.4,69.9,1007.79,99,0.0,0.0,1
184.5,26.2,75.9,1010.52,34,68.0,73.0,0
396.0,27.7,66.4,1019.73,57,33.7,34.9,0
602.4,29.3,68.7,1010.73,44,31.5,34.6,1
322.3,29.6,72.4,1012.91,101,0.0,0.0,0
438.7,28.6,78.5,1018.21,39,71.7,76.6,0
700.5,24.9,91.5,1011.41,83,0.0,0.0,1
227.9,35.0,71.9,1012.67,91,0.0,0.0,1
153.3,27.8,79.9,1016.03,49,34.5,42.0,0
464.7,28.8,62.2,1019.24,43,35.4,40.3,1
470.9,30.2,85.0,1010.99,80,0.0,0.0,1
311.4,26.7,61.4,1018.12,96,0.0,0.0,0
282.1,28.7,82.8,1012.26,80,0.0,0.0,0
405.1,26.6,75.3,1010.15,28,68.8,71.8,0
225.9,29.7,75.0,1014.12,94,0.0,0.0,0
226.1,27.7,73.4,1009.2,44,72.1,78.3,0
549.0,29.3,64.9,1014.9,63,15.7,20.8,1
218.4,25.6,65.4,1024.0,88,0.0,0.0,0
158.0,26.2,83.1,1017.12,24,73.3,81.0,0
281.8,24.7,76.1,1012.88,83,0.0,0.0,0
315.1,26.5,73.4,1016.93,65,34.0,38.2,0
496.8,21.3,79.8,1009.99,94,0.0,0.0,1
294.0,27.6,76.9,1010.58,22,71.8,73.5,0
757.5,27.0,69.3,1012.98,47,20.1,24.1,1
415.3,28.9,96.9,1013.56,88,0.0,0.0,0
262.9,28.6,82.3,1008.72,7,36.3,92.6,0
486.8,32.0,77.1,1012.18,16,15.1,42.1,1
751.0,35.8,71.6,1012.74,104,0.0,0.0,1
541.8,31.7,84.1,1018.65,33,33.2,37.8,1
179.2,27.2,69.3,1008.72,103,0.0,0.0,0
328.4,27.1,68.6,1008.4,23,69.7,74.1,0
449.6,30.9,90.4,1013.86,41,72.0,78.4,0
531.1,23.8,76.3,1017.28,80,0.0,0.0,1
363.7,27.6,69.5,1015.18,71,0.0,0.0,0
339.3,27.8,76.0,1014.31,63,35.9,37.0,0
881.2,30.1,83.2,1012.24,58,18.5,24.3,1
545.6,30.2,81.3,1015.62,89,0.0,0.0,1
487.5,26.4,84.3,1016.14,28,43.8,44.9,1
300.1,27.3,65.4,1012.35,49,35.7,39.5,0
224.3,29.7,84.1,1009.93,21,67.2,68.7,0
491.6,26.3,74.5,1009.95,65,21.1,21.9,1
574.1,31.9,76.8,1016.33,30,38.2,46.1,1
397.2,30.2,86.3,1007.85,38,69.9,76.4,0
546.3,29.0,82.0,1019.12,52,14.2,20.0,1
553.0,29.6,79.0,1011.65,8,21.8,48.1,1
592.4,27.2,59.1,1014.33,14,23.1,54.2,1
177.7,26.7,75.6,1015.71,74,0.0,0.0,0
333.0,27.3,69.3,1010.86,48,36.0,36.7,0
505.8,29.9,82.0,1011.64,91,0.0,0.0,1
408.2,29.1,84.4,1013.71,74,0.0,0.0,0
553.8,27.3,73.4,1010.26,6,22.7,56.5,1
487.4,30.6,70.3,1009.51,67,0.0,0.0,1
124.0,28.0,89.2,1009.83,14,41.0,98.2,0
660.3,26.6,70.9,1017.48,83,0.0,0.0,1
312.8,29.2,65.8,1014.64,104,0.0,0.0,0
255.3,25.7,68.9,1010.47,58,31.5,37.8,0
649.7,23.8,71.3,1016.3,73,0.0,0.0,1
533.6,28.5,68.7,1010.67,29,36.7,39.4,1
693.5,26.7,83.2,1006.42,49,15.6,17.0,1
452.0,27.8,57.3,1015.69,91,0.0,0.0,1
330.9,25.8,68.5,1019.01,22,64.6,68.4,0
427.2,31.9,75.6,1015.2,32,65.3,64.7,0
233.2,26.6,77.8,1006.64,50,34.2,41.4,0
195.0,27.3,90.4,1013.17,76,0.0,0.0,0
289.1,29.6,89.1,1012.29,43,70.6,75.0,0
793.1,24.6,62.4,1014.57,98,0.0,0.0,1
303.6,24.4,59.8,1010.28,14,39.1,97.1,0
159.6,29.6,76.2,1012.08,42,70.7,78.9,0
368.7,27.3,70.3,1008.28,76,0.0,0.0,0
301.7,26.0,65.9,1014.03,28,65.5,73.4,0
666.0,30.2,76.1,1008.41,71,0.0,0.0,1
765.8,26.2,78.0,1014.78,21,29.0,28.9,1
323.5,27.7,68.9,1010.62,11,37.5,93.7,0
451.8,26.0,70.7,1002.26,17,20.0,46.6,1
470.1,29.3,69.5,1016.03,98,0.0,0.0,1
388.9,32.2,72.5,1014.98,60,39.5,44.4,0
355.2,23.3,80.6,1017.99,85,0.0,0.0,0
246.9,28.8,66.8,1005.93,38,67.8,70.4,0
147.5,30.9,70.6,1010.96,64,30.6,38.6,0
246.2,27.3,72.6,1013.71,54,34.9,40.9,0
382.3,25.3,75.9,1015.25,100,0.0,0.0,0
184.6,29.7,78.3,1008.13,80,0.0,0.0,0
440.5,31.3,93.4,1014.76,78,0.0,0.0,0
412.1,31.0,80.9,1011.25,10,39.7,102.4,0
301.9,29.5,81.1,1006.76,60,31.8,39.8,0
347.8,28.8,73.7,1010.62,52,31.8,38.3,0
200.8,26.0,67.7,1015.05,98,0.0,0.0,0
587.3,30.9,71.5,1006.9,31,35.0,34.4,1
582.5,30.8,70.0,1015.48,32,28.8,34.3,1
218.4,25.3,79.3,1014.24,46,35.9,37.6,0
221.6,29.5,62.0,1012.36,29,73.0,76.7,0
247.8,30.3,81.0,1007.53,18,35.6,96.9,0
517.8,31.0,75.0,1007.81,91,0.0,0.0,1
469.3,28.3,82.2,1011.86,61,20.0,23.4,1
646.2,26.1,69.8,1009.31,91,0.0,0.0,1
681.1,27.1,68.3,1012.08,88,0.0,0.0,1
176.4,25.7,72.5,1016.42,33,69.9,77.1,0
509.0,28.4,72.3,1012.29,60,14.8,20.9,1
668.0,27.8,82.9,1012.2,13,23.9,58.1,1
336.9,34.5,82.8,1012.2,97,0.0,0.0,1
393.7,31.0,92.2,1016.8,45,35.5,40.7,0
365.3,31.2,71.8,1017.78,44,72.8,78.7,0
373.2,29.8,50.0,1014.73,35,68.1,76.9,0
586.3,27.5,72.5,1013.73,51,17.2,21.5,1
865.3,27.7,78.0,1014.05,30,35.9,37.7,1
744.8,28.0,82.1,1018.25,42,35.5,35.7,1
308.9,29.0,78.6,1014.92,85,0.0,0.0,0
452.5,29.6,71.8,1018.58,88,0.0,0.0,1
266.3,28.5,90.6,1011.78,35,65.4,69.5,0
279.9,27.7,67.2,1008.58,52,34.7,40.6,0
385.3,26.8,73.7,1010.91,92,0.0,0.0,0
276.2,24.6,66.8,1011.28,10,40.2,99.7,0
296.7,32.1,76.2,1018.87,94,0.0,0.0,0
447.3,34.7,89.5,1015.83,27,36.6,40.3,1
505.6,31.9,74.8,1011.02,73,0.0,0.0,1
499.1,25.0,74.9,1016.08,63,20.8,23.5,1
501.5,30.7,61.6,1012.8,60,15.0,19.8,1
207.9,31.4,73.6,1018.97,91,0.0,0.0,0
269.3,27.4,85.8,1012.08,15,36.8,93.0,0
405.8,29.9,73.9,1007.86,40,68.6,72.3,0
653.4,27.2,73.3,1012.6,59,18.7,19.5,1
1096.2,32.8,85.4,1012.08,86,0.0,0.0,2
461.3,29.5,73.3,1008.55,27,35.8,35.7,1
559.5,25.9,87.0,1015.3,85,0.0,0.0,1
196.5,30.4,65.1,1018.24,45,68.2,70.4,0
552.3,31.5,81.8,1009.32,24,31.3,33.8,1
952.0,29.1,90.0,1016.65,81,0.0,0.0,2
268.8,29.8,84.6,1011.13,14,39.2,93.0,0
301.5,28.3,60.1,1013.16,56,36.9,40.3,0
595.1,25.3,70.6,1012.8,11,14.5,39.0,1
403.3,28.1,73.9,1013.16,41,68.5,70.7,0
141.5,30.0,84.6,1014.91,65,0.0,0.0,0
310.4,28.1,64.7,1009.67,61,30.7,37.3,0
764.2,30.7,67.3,1017.78,45,21.0,19.5,1
346.5,27.4,62.4,1015.01,48,31.9,39.9,0
346.4,27.6,69.0,1016.17,28,72.4,78.2,0
577.1,30.8,65.4,1010.52,51,17.7,21.3,1
469.2,29.1,89.6,1009.35,100,0.0,0.0,1
337.4,27.3,70.5,1017.39,90,0.0,0.0,0
291.7,31.4,81.9,1009.2,20,43.7,95.3,0
1353.2,26.6,76.2,1013.77,8,0.0,0.0,2
703.2,26.5,76.0,1016.82,98,0.0,0.0,1
501.4,21.0,71.0,1012.81,58,16.8,19.0,1
516.8,26.9,82.5,1017.35,59,15.2,20.0,1
374.3,32.2,77.3,1012.3,83,0.0,0.0,0
466.5,22.7,76.8,1008.78,36,35.2,36.3,1
355.3,25.8,71.0,1014.56,53,36.1,40.0,0
256.8,29.7,72.3,1013.94,102,0.0,0.0,0
475.3,22.2,81.0,1022.66,72,0.0,0.0,1
340.5,27.1,78.0,1009.94,20,68.5,73.7,0
487.2,31.7,77.0,1012.37,18,17.9,43.2,1
531.1,34.2,69.6,1010.69,25,41.1,37.9,1
499.5,29.3,92.5,1012.75,82,0.0,0.0,1
246.6,25.9,71.9,1012.61,35,72.6,76.9,0
322.9,25.8,75.7,1010.2,7,40.0,101.5,0
343.7,28.9,74.4,1014.89,99,0.0,0.0,0
626.4,29.3,92.6,1012.5,22,32.7,32.3,1
610.8,33.7,73.5,1017.96,6,18.4,45.9,1
277.1,31.2,72.8,1010.98,29,73.4,76.1,0
205.5,28.7,77.0,1019.76,29,65.9,74.8,0
1122.0,27.6,70.1,1014.22,47,0.0,0.0,2
490.1,36.5,76.9,1017.7,97,0.0,0.0,1
192.3,30.3,96.2,1013.65,93,0.0,0.0,0
299.1,26.6,78.5,1010.52,51,34.9,40.8,0
639.0,27.9,78.2,1012.33,46,20.6,20.2,1
987.9,26.0,69.9,1008.4,61,0.0,0.0,2
907.9,21.8,90.5,1012.86,29,0.0,0.0,2
480.3,29.4,92.5,1013.85,10,21.7,57.0,1
399.0,33.5,83.2,1013.41,99,0.0,0.0,0
235.2,23.9,81.6,1017.91,24,65.3,71.3,0
415.4,28.7,74.0,1012.73,25,74.1,76.9,0
